日期,指数,等权静态市盈率,静态市盈率,静态市盈率中位数,等权滚动市盈率,滚动市盈率,滚动市盈率中位数
2007-01-15,2197.14,57.84,30.83,42.21,48.89,30.73,36.09
2007-01-16,2263.73,60.91,32.72,46.14,52.77,32.61,39.36
2007-01-17,2225.5,60.49,32.18,45.41,52.54,32.08,39.51
2007-01-18,2244.06,61.32,31.91,46.19,53.82,31.78,40.11
2007-01-19,2321.36,62.73,32.78,47.41,55.07,32.65,41.95
2007-01-22,2417.01,65.29,33.97,49.61,57.17,33.74,43.02
2007-01-23,2430.22,64.74,37.08,50.14,57.27,37.99,42.95
2007-01-24,2456.74,64.72,37.07,50.06,57.18,37.98,43.56
2007-01-25,2367.27,62.68,35.5,47.7,55.29,36.37,41.47
2007-01-26,2415.02,63.39,35.84,48.05,55.17,36.72,41.61
2007-01-29,2481.14,64.17,36.57,49.91,56.7,37.46,42.91
2007-01-30,2461.32,63.95,36.37,49.62,57.09,37.26,42.36
2007-01-31,2309.14,61.55,34.51,46.32,54.46,35.36,40.11
2007-02-01,2322.05,60.85,34.5,46.77,54.96,35.35,40.48
2007-02-02,2240.11,59.39,33.02,45.63,53.83,33.86,39.45
2007-02-05,2226.79,59.62,32.25,46.01,54.33,33.07,39.69
2007-02-06,2271.17,60.58,33.0,46.92,55.14,33.84,40.8
2007-02-07,2321.07,61.26,33.5,47.84,55.88,34.35,41.06
2007-02-08,2361.53,62.0,33.72,48.94,56.85,34.59,42.11
2007-02-09,2353.79,61.86,33.59,48.67,56.78,34.45,41.85
2007-02-12,2432.79,63.4,34.5,49.35,58.2,35.39,42.72
2007-02-13,2471.23,64.49,34.8,50.32,58.56,35.61,43.66
2007-02-14,2533.05,65.47,35.71,51.2,59.76,36.54,44.39
2007-02-15,2611.84,66.28,36.82,53.29,61.26,37.69,45.58
2007-02-16,2625.09,67.33,36.87,53.11,62.22,37.71,46.08
2007-02-26,2673.16,69.39,37.32,54.48,63.23,38.16,46.98
2007-02-27,2428.06,64.19,33.98,50.6,59.22,34.73,43.01
2007-02-28,2519.74,65.85,35.3,52.04,61.83,36.08,44.43
2007-03-01,2453.43,63.9,34.25,50.34,60.07,35.0,42.78
2007-03-02,2490.61,64.69,34.64,50.72,60.84,35.41,43.72
2007-03-05,2467.99,64.54,34.06,50.76,61.1,34.84,44.23
2007-03-06,2502.27,65.19,34.64,50.43,61.18,35.52,44.24
2007-03-07,2569.82,66.71,35.32,51.69,62.88,36.22,45.26
2007-03-08,2611.76,66.68,35.59,52.05,63.24,36.54,45.98
2007-03-09,2600.46,66.23,35.58,52.09,63.64,36.6,45.45
2007-03-12,2618.58,66.25,35.65,52.63,62.95,36.75,46.25
2007-03-13,2644.15,66.72,35.7,52.57,63.17,36.84,46.61
2007-03-14,2607.61,65.47,34.94,52.54,62.45,36.09,45.96
2007-03-15,2656.46,66.05,35.68,53.51,63.89,37.31,46.94
2007-03-16,2613.28,65.7,35.23,52.9,63.76,36.95,46.65
2007-03-19,2664.51,66.46,36.09,53.51,65.0,37.89,47.09
2007-03-20,2689.09,67.08,36.01,53.82,64.91,37.68,47.4
2007-03-21,2723.28,67.42,36.28,54.84,65.63,37.96,48.91
2007-03-22,2730.32,67.04,36.26,54.57,65.49,38.02,48.39
2007-03-23,2743.1,67.04,36.22,55.02,65.71,36.34,48.58
2007-03-26,2801.23,68.14,36.56,56.51,65.51,36.9,50.94
2007-03-27,2828.61,68.27,36.67,56.98,65.91,37.03,51.2
2007-03-28,2830.08,67.32,36.87,55.8,64.74,37.37,50.49
2007-03-29,2792.34,66.81,37.2,53.19,64.98,37.77,48.69
2007-03-30,2798.94,66.62,37.04,53.58,65.16,37.6,48.95
2007-04-02,2866.62,67.56,37.41,53.66,66.06,38.11,50.24
2007-04-03,2907.06,67.89,37.6,54.08,66.85,38.55,50.8
2007-04-04,2933.77,67.78,37.43,54.82,66.17,37.25,51.38
2007-04-05,2971.98,68.57,37.7,55.23,67.24,37.55,52.39
2007-04-06,3004.38,69.41,37.76,55.87,67.99,37.63,53.61
2007-04-09,3067.96,70.56,38.57,56.69,69.25,38.46,54.25
2007-04-10,3105.6,71.24,37.78,57.15,69.74,38.58,54.19
2007-04-11,3147.18,71.82,37.84,57.6,70.65,39.01,55.13
2007-04-12,3207.5,72.6,38.01,59.25,71.49,39.03,56.45
2007-04-13,3195.01,72.87,37.8,58.31,71.2,38.89,56.89
2007-04-16,3284.33,74.06,38.7,60.13,72.67,38.54,57.7
2007-04-17,3329.67,75.66,38.4,60.82,73.33,38.45,58.26
2007-04-18,3367.85,76.33,38.25,60.8,73.86,37.83,59.06
2007-04-19,3200.01,70.63,36.16,57.56,70.91,35.97,56.38
2007-04-20,3347.79,72.88,37.48,60.36,73.32,37.28,58.14
2007-04-23,3495.23,74.92,38.81,61.9,73.62,38.54,60.28
2007-04-24,3515.2,74.73,38.85,61.89,74.56,38.55,60.71
2007-04-25,3513.5,74.55,39.11,61.68,73.87,38.59,59.35
2007-04-26,3559.23,75.61,39.46,62.33,73.43,38.68,60.44
2007-04-27,3540.14,75.52,39.11,61.28,73.37,37.15,58.67
2007-04-30,3620.35,74.39,39.48,60.88,73.62,36.84,58.61
2007-05-08,3761.53,76.69,40.01,64.3,75.7,38.64,61.22
2007-05-09,3774.91,76.97,40.64,63.76,76.5,39.25,61.13
2007-05-10,3799.39,77.53,40.98,64.12,75.71,39.58,61.21
2007-05-11,3778.42,76.4,40.61,64.64,75.51,39.22,60.63
2007-05-14,3808.25,77.18,40.89,63.81,75.91,39.48,61.21
2007-05-15,3677.98,75.4,39.42,61.77,73.49,38.06,59.11
2007-05-16,3778.79,76.99,40.26,63.16,75.06,38.88,61.1
2007-05-17,3862.79,78.68,40.84,65.23,76.75,39.43,62.33
2007-05-18,3864.52,79.21,41.34,64.49,76.75,39.93,62.66
2007-05-21,3936.93,81.03,41.73,65.79,78.47,40.3,63.92
2007-05-22,3989.42,81.24,42.08,67.23,79.6,40.65,66.1
2007-05-23,4070.52,82.29,42.75,69.8,80.47,41.29,67.49
2007-05-24,4053.53,81.33,42.52,69.29,80.39,41.06,66.31
2007-05-25,4121.69,83.28,42.75,69.86,81.94,41.28,67.39
2007-05-28,4214.41,84.62,43.76,72.22,82.69,42.26,69.18
2007-05-29,4308.66,86.01,44.78,74.59,84.0,43.29,70.15
2007-05-30,4000.71,80.54,41.88,69.04,79.26,40.49,65.16
2007-05-31,3986.66,79.42,42.74,66.49,77.35,41.25,63.53
2007-06-01,3819.3,75.85,41.69,62.9,74.19,40.25,60.18
2007-06-04,3516.65,70.49,38.21,58.09,69.11,36.89,55.05
2007-06-05,3619.45,72.27,39.35,59.27,70.02,38.0,56.14
2007-06-06,3670.32,73.47,39.52,60.74,70.87,38.16,56.89
2007-06-07,3812.34,75.83,40.66,64.17,73.8,39.26,59.9
2007-06-08,3855.03,77.14,40.9,64.69,74.34,39.49,60.46
2007-06-11,3950.32,79.07,41.78,66.36,76.38,40.35,62.43
2007-06-12,4056.27,79.61,42.54,68.01,77.41,41.09,63.81
2007-06-13,4155.25,82.01,43.59,70.86,79.55,42.09,66.21
2007-06-14,4108.7,80.85,42.92,70.35,78.06,41.44,65.5
2007-06-15,4127.55,80.77,43.03,69.56,77.98,41.55,64.88
2007-06-18,4253.65,82.77,44.28,72.61,80.04,42.76,67.96
2007-06-19,4294.45,83.2,44.36,72.37,80.85,42.84,68.83
2007-06-20,4190.59,81.51,43.4,70.67,79.21,41.92,67.41
2007-06-21,4215.28,81.67,44.02,70.94,79.63,42.51,67.32
2007-06-22,4044.92,78.43,42.64,66.72,75.01,41.19,63.18
2007-06-25,3848.69,74.03,41.13,62.5,72.58,39.74,59.1
2007-06-26,3905.3,75.84,41.51,63.94,73.57,40.11,60.91
2007-06-27,4012.45,77.65,42.69,65.56,75.67,41.25,61.96
2007-06-28,3811.87,73.78,40.94,61.4,71.38,39.56,58.18
2007-06-29,3699.34,71.53,40.07,59.14,68.96,38.71,55.24
2007-07-02,3708.31,72.14,40.5,58.25,68.64,39.13,54.53
2007-07-03,3779.0,73.7,41.22,60.24,69.82,39.82,55.85
2007-07-04,3692.41,71.93,40.34,58.74,68.48,38.98,54.1
2007-07-05,3479.05,69.35,38.18,54.28,65.35,36.89,50.68
2007-07-06,3659.82,72.54,39.96,57.97,68.23,38.61,53.99
2007-07-09,3772.34,73.56,41.09,59.88,70.04,39.69,56.01
2007-07-10,3712.92,72.29,41.09,58.39,68.35,39.69,54.06
2007-07-11,3734.78,71.87,41.26,59.02,68.25,39.85,54.8
2007-07-12,3759.51,72.3,41.75,59.37,68.85,40.32,55.18
2007-07-13,3758.34,72.11,41.72,59.2,68.94,40.29,55.3
2007-07-16,3636.55,70.93,40.73,57.46,67.3,39.33,53.72
2007-07-17,3724.53,71.39,41.56,58.66,68.24,40.12,54.18
2007-07-18,3741.42,71.55,41.88,58.63,68.57,40.47,54.19
2007-07-19,3744.73,72.32,41.65,59.42,68.58,40.24,54.82
2007-07-20,3904.75,73.86,43.26,61.99,69.84,41.75,57.02
2007-07-23,4091.11,76.76,44.91,64.62,72.84,43.3,59.43
2007-07-24,4096.56,76.79,44.84,64.55,72.35,43.23,59.57
2007-07-25,4194.73,78.63,46.05,65.97,74.24,44.36,61.28
2007-07-26,4250.72,79.85,46.23,67.36,74.72,44.3,61.74
2007-07-27,4272.31,79.99,46.18,67.95,75.51,44.21,62.62
2007-07-30,4370.17,81.63,47.23,69.08,76.66,45.2,63.73
2007-07-31,4420.19,81.73,47.53,70.0,76.98,45.29,64.1
2007-08-01,4234.14,79.11,45.76,66.85,73.54,43.59,60.15
2007-08-02,4386.0,81.18,46.97,69.0,76.03,44.73,61.98
2007-08-03,4525.85,82.63,48.69,70.11,76.62,46.35,62.25
2007-08-06,4628.63,83.24,49.45,71.84,78.16,47.06,63.36
2007-08-07,4636.22,83.06,49.68,70.98,77.96,47.25,62.79
2007-08-08,4575.81,82.97,49.83,70.84,76.51,47.32,61.8
2007-08-09,4669.65,82.81,50.87,71.14,77.21,48.27,62.63
2007-08-10,4609.33,81.63,50.77,69.73,75.36,47.79,62.4
2007-08-13,4600.7,81.79,51.53,69.25,75.48,48.42,61.74
2007-08-14,4682.14,82.44,52.04,71.03,76.62,48.83,61.93
2007-08-15,4679.1,82.28,51.98,70.64,75.74,48.24,61.14
2007-08-16,4626.73,82.37,50.82,70.49,75.46,47.04,61.32
2007-08-17,4542.97,81.6,49.62,70.22,74.67,45.01,60.55
2007-08-20,4781.82,84.24,52.34,73.41,76.63,47.22,62.86
2007-08-21,4860.99,84.86,52.93,74.12,76.47,46.94,62.15
2007-08-22,4935.02,85.68,53.27,74.75,77.1,47.06,62.61
2007-08-23,5010.49,86.97,53.85,75.9,78.06,47.4,63.88
2007-08-24,5074.76,86.3,54.68,76.15,78.48,45.81,63.85
2007-08-27,5089.93,86.13,55.28,75.42,77.5,45.62,62.18
2007-08-28,5097.72,86.88,55.8,75.03,76.71,44.49,62.25
2007-08-29,5030.28,85.82,54.8,74.45,75.51,43.33,61.22
2007-08-30,5116.21,88.13,55.42,76.8,76.43,43.65,62.99
2007-08-31,5171.07,88.12,56.0,77.43,75.66,44.02,63.33
2007-09-03,5290.07,89.85,57.07,79.09,77.4,44.86,64.63
2007-09-04,5238.67,89.55,56.74,78.37,77.21,44.61,64.18
2007-09-05,5247.88,90.12,56.9,78.99,77.48,44.74,64.17
2007-09-06,5297.74,90.37,57.71,79.53,78.28,45.37,64.14
2007-09-07,5179.16,88.91,56.36,77.3,76.88,44.31,62.42
2007-09-10,5265.05,90.52,57.14,79.35,77.91,44.92,63.63
2007-09-11,4997.92,85.89,54.44,74.96,74.8,42.8,59.45
2007-09-12,5070.11,87.0,55.12,76.06,76.27,43.34,60.24
2007-09-13,5205.85,88.35,56.35,76.65,76.76,44.31,61.58
2007-09-14,5256.72,89.75,56.78,77.9,77.78,44.65,62.71
2007-09-17,5359.85,91.45,57.86,78.58,78.91,45.49,63.39
2007-09-18,5354.24,91.9,57.83,80.29,78.7,45.47,64.34
2007-09-19,5294.82,90.66,57.59,78.62,78.0,45.28,63.87
2007-09-20,5364.07,91.84,58.47,79.89,78.76,45.98,64.98
2007-09-21,5332.01,91.09,58.42,78.38,78.12,45.94,65.73
2007-09-24,5372.92,91.69,58.85,78.55,78.52,46.27,65.21
2007-09-25,5318.09,90.69,58.43,78.43,77.35,45.94,63.98
2007-09-26,5228.1,89.26,57.42,77.34,77.87,45.13,63.35
2007-09-27,5288.21,90.22,58.32,78.06,78.28,45.84,64.0
2007-09-28,5430.64,92.33,59.9,80.5,80.0,47.09,65.39
2007-10-08,5486.94,92.38,61.5,81.06,79.37,48.35,65.11
2007-10-09,5516.64,93.04,61.76,81.56,79.89,48.56,66.02
2007-10-10,5516.56,92.7,62.28,81.18,79.61,48.97,65.45
2007-10-11,5549.39,91.09,63.86,79.83,79.34,50.18,64.73
2007-10-12,5505.64,90.03,63.69,77.51,76.89,50.03,62.73
2007-10-15,5569.75,89.37,64.99,78.43,77.02,51.03,62.99
2007-10-16,5624.46,90.77,65.77,79.33,77.6,51.62,64.08
2007-10-17,5580.48,90.73,65.14,78.89,77.14,51.09,63.05
2007-10-18,5394.54,87.99,62.77,76.63,75.62,49.21,60.97
2007-10-19,5393.13,88.29,62.6,76.4,75.35,49.04,60.49
2007-10-22,5256.32,86.29,61.05,74.17,73.2,47.72,59.07
2007-10-23,5308.39,86.56,63.59,73.7,73.18,49.58,58.57
2007-10-24,5324.96,85.2,64.36,72.41,71.75,49.9,57.08
2007-10-25,5052.57,81.94,61.33,68.35,67.42,47.31,53.12
2007-10-26,5094.77,82.53,61.88,67.76,67.3,47.15,52.49
2007-10-29,5195.68,83.58,63.74,68.62,67.96,47.33,52.39
2007-10-30,5285.19,84.43,65.32,69.95,67.33,48.2,52.64
2007-10-31,5391.91,86.68,65.95,71.78,69.28,48.12,53.58
2007-11-01,5301.56,85.5,65.5,69.48,67.43,47.79,52.39
2007-11-02,5177.11,82.96,63.94,67.87,66.31,46.36,50.66
2007-11-05,5096.9,83.87,62.25,68.3,66.59,45.11,51.0
2007-11-06,5070.98,84.28,61.25,68.63,67.37,44.38,51.26
2007-11-07,5094.6,84.19,61.98,68.57,67.58,44.92,51.19
2007-11-08,4856.55,81.34,58.91,66.53,65.09,42.68,49.0
2007-11-09,4804.02,81.02,58.83,65.93,64.39,42.63,48.83
2007-11-12,4743.94,80.27,57.58,64.83,63.57,41.72,48.25
2007-11-13,4717.24,79.85,57.13,64.86,63.76,41.39,47.81
2007-11-14,4909.65,81.82,59.94,66.89,65.73,43.43,49.74
2007-11-15,4847.94,80.58,59.43,65.89,64.8,43.07,49.33
2007-11-16,4792.52,80.51,58.83,66.09,64.81,42.63,49.02
2007-11-19,4802.79,82.0,56.95,67.6,66.25,44.17,50.07
2007-11-20,4873.52,83.11,57.0,68.34,67.13,44.21,50.74
2007-11-21,4804.23,82.33,56.21,67.55,66.21,43.59,50.33
2007-11-22,4587.69,79.5,53.69,64.89,63.5,41.64,48.32
2007-11-23,4669.86,80.34,54.26,66.05,64.68,42.08,49.3
2007-11-26,4617.29,79.71,53.47,65.37,64.23,41.46,49.02
2007-11-27,4539.06,79.72,52.42,64.83,64.36,40.65,48.47
2007-11-28,4483.99,79.08,51.68,64.15,63.89,40.07,47.41
2007-11-29,4657.04,80.61,53.93,65.97,65.59,41.81,48.85
2007-11-30,4562.4,79.76,52.51,65.03,65.01,40.71,48.53
2007-12-03,4599.91,79.9,52.57,65.66,65.32,40.76,48.62
2007-12-04,4648.93,79.71,53.13,65.49,65.07,41.2,48.92
2007-12-05,4772.06,80.68,54.57,66.58,66.0,42.31,49.72
2007-12-06,4779.89,81.03,54.48,66.87,66.37,42.24,49.85
2007-12-07,4849.72,82.02,55.08,68.67,67.09,42.7,50.54
2007-12-10,4947.39,83.88,55.84,70.56,68.6,43.29,52.09
2007-12-11,4963.34,84.16,55.89,71.61,69.05,43.32,52.71
2007-12-12,4916.81,84.57,55.0,71.78,69.47,42.63,53.05
2007-12-13,4736.43,82.03,53.46,69.27,67.21,41.44,51.54
2007-12-14,4829.69,84.01,54.05,70.59,68.45,41.9,52.87
2007-12-17,4737.63,84.26,52.58,70.38,68.73,40.75,52.94
2007-12-18,4708.18,83.35,52.16,70.17,67.94,40.43,52.91
2007-12-19,4819.51,84.46,53.32,71.88,69.39,41.32,53.89
2007-12-20,4902.11,85.28,54.4,73.13,69.64,42.16,54.43
2007-12-21,4967.33,86.55,55.04,74.08,70.71,42.66,55.22
2007-12-24,5066.51,86.94,56.42,75.45,72.12,43.73,56.15
2007-12-25,5083.08,87.46,56.07,76.21,72.41,43.45,56.65
2007-12-26,5141.34,89.1,56.39,77.78,73.72,43.71,57.49
2007-12-27,5231.87,89.75,57.27,78.94,73.81,44.39,58.26
2007-12-28,5205.74,89.38,56.72,78.81,73.87,43.97,57.58
2008-01-02,5278.92,92.64,56.38,80.9,74.52,44.72,59.79
2008-01-03,5329.96,92.97,54.89,81.13,75.4,45.14,61.31
2008-01-04,5380.78,93.45,55.41,81.61,75.43,45.57,61.21
2008-01-07,5459.6,94.89,55.7,82.66,77.1,45.78,62.62
2008-01-08,5406.77,93.18,55.69,80.65,75.21,45.8,61.33
2008-01-09,5505.88,94.75,56.23,82.48,76.98,46.22,63.46
2008-01-10,5557.09,95.26,56.53,82.9,77.44,46.47,63.46
2008-01-11,5577.2,95.36,56.84,83.19,77.59,46.72,63.57
2008-01-14,5616.75,96.63,57.0,84.02,78.5,46.85,64.23
2008-01-15,5597.5,97.46,56.49,84.61,78.44,46.42,64.72
2008-01-16,5432.36,96.08,54.81,83.64,77.06,45.03,63.12
2008-01-17,5293.28,94.2,53.34,81.46,75.61,43.82,61.27
2008-01-18,5341.16,94.52,53.68,82.92,75.75,44.09,61.97
2008-01-21,5084.98,90.37,50.93,79.65,73.15,41.66,59.27
2008-01-22,4688.1,85.39,47.26,73.05,69.08,38.66,54.71
2008-01-23,4913.08,88.72,48.74,76.07,71.78,39.86,57.0
2008-01-24,4988.54,90.64,48.88,78.84,73.68,39.95,59.19
2008-01-25,5031.21,90.66,49.35,79.91,73.31,40.34,58.76
2008-01-28,4686.91,86.53,45.78,74.15,69.68,37.41,55.47
2008-01-29,4731.1,87.52,46.1,75.45,70.02,37.69,56.58
2008-01-30,4692.88,87.23,45.7,76.16,70.02,37.37,56.13
2008-01-31,4583.53,84.96,45.29,73.95,68.2,37.01,53.87
2008-02-01,4501.31,82.63,44.65,70.18,65.99,36.53,51.89
2008-02-04,4872.52,86.5,48.24,74.83,69.8,39.51,56.19
2008-02-05,4854.67,85.99,47.35,73.93,70.55,38.94,56.52
2008-02-13,4767.39,85.64,46.22,73.14,69.97,38.01,55.9
2008-02-14,4837.98,86.98,46.89,74.72,71.0,38.55,57.19
2008-02-15,4780.94,86.28,46.3,74.12,70.28,38.08,56.36
2008-02-18,4890.52,88.7,47.02,75.77,72.15,38.69,58.36
2008-02-19,4994.95,88.96,48.01,77.05,73.68,39.54,59.5
2008-02-20,4898.79,87.77,46.95,75.87,72.83,38.7,58.47
2008-02-21,4887.4,88.65,46.46,75.9,72.69,38.34,59.06
2008-02-22,4726.05,86.37,44.83,74.42,71.88,37.0,57.59
2008-02-25,4550.38,83.64,42.94,71.37,70.21,35.46,55.59
2008-02-26,4546.91,82.95,43.25,71.2,69.24,35.71,54.82
2008-02-27,4666.5,84.29,44.25,72.53,70.32,36.54,55.9
2008-02-28,4655.41,83.89,43.59,72.25,70.34,36.21,56.34
2008-02-29,4710.78,84.45,44.01,72.51,70.27,36.62,56.78
2008-03-03,4837.49,85.77,44.86,74.02,71.84,37.31,58.12
2008-03-04,4737.37,84.85,43.59,73.3,71.44,36.37,57.5
2008-03-05,4709.24,84.92,43.12,73.05,71.4,36.0,57.32
2008-03-06,4754.87,84.49,43.73,73.1,71.98,36.54,57.26
2008-03-07,4682.51,84.15,43.07,71.21,70.83,36.03,56.38
2008-03-10,4499.18,81.84,41.31,68.23,69.38,34.64,54.12
2008-03-11,4521.21,81.77,41.41,68.84,69.89,34.75,54.72
2008-03-12,4390.25,79.93,40.46,66.9,68.38,33.96,53.41
2008-03-13,4263.02,78.19,39.35,64.61,67.22,33.11,52.08
2008-03-14,4225.52,77.79,39.21,63.97,66.3,33.0,51.46
2008-03-17,3998.72,72.85,37.1,58.56,62.7,31.65,47.95
2008-03-18,3774.53,68.8,35.27,52.69,58.58,30.26,43.84
2008-03-19,3912.31,71.42,35.7,54.26,60.65,30.94,45.48
2008-03-20,4036.77,72.86,35.32,55.33,61.9,31.13,47.03
2008-03-21,4077.19,72.68,35.13,56.1,62.76,31.12,47.82
2008-03-24,3917.61,70.72,33.5,54.25,61.28,29.7,46.62
2008-03-25,3966.69,71.54,33.56,54.53,62.0,29.77,47.23
2008-03-26,3970.03,71.08,30.65,54.24,61.72,29.12,46.89
2008-03-27,3791.77,67.83,28.89,50.62,58.9,27.57,44.45
2008-03-28,3949.03,67.68,30.07,51.41,60.24,28.87,45.57
2008-03-31,3807.59,64.73,29.11,48.66,58.51,28.0,43.15
2008-04-01,3573.4,59.85,27.82,44.75,54.13,26.77,39.89
2008-04-02,3502.33,56.86,27.96,41.98,51.59,26.91,38.31
2008-04-03,3600.9,58.4,28.8,42.98,52.81,27.73,39.12
2008-04-07,3802.4,61.32,29.96,45.87,56.19,29.35,41.9
2008-04-08,3856.09,61.7,30.0,46.32,57.25,29.46,42.74
2008-04-09,3652.9,58.61,28.3,43.66,53.97,27.89,40.12
2008-04-10,3727.81,59.52,28.57,44.59,55.31,28.27,40.83
2008-04-11,3763.0,60.09,28.7,44.98,55.78,28.42,41.62
2008-04-14,3516.39,56.48,27.03,41.58,51.96,26.77,38.84
2008-04-15,3577.8,57.81,27.37,42.73,53.51,27.19,39.08
2008-04-16,3489.34,56.58,26.88,41.87,52.31,26.7,38.31
2008-04-17,3379.92,54.74,26.28,40.3,50.55,26.11,36.64
2008-04-18,3254.09,51.58,25.15,37.67,48.16,25.02,34.5
2008-04-21,3245.13,50.88,25.12,36.96,47.92,25.07,34.19
2008-04-22,3256.98,49.57,25.18,35.86,46.55,25.2,33.63
2008-04-23,3409.83,51.4,26.25,37.46,47.85,25.53,34.99
2008-04-24,3725.79,54.88,28.66,40.81,50.8,27.84,37.96
2008-04-25,3755.09,55.59,28.37,40.92,51.67,27.45,37.94
2008-04-28,3692.09,55.26,27.64,40.14,51.36,27.3,37.6
2008-04-29,3735.56,54.82,27.92,40.71,50.9,27.52,37.99
2008-04-30,3907.6,56.3,29.24,42.19,52.99,28.15,39.78
2008-05-05,4012.0,57.47,29.81,43.35,54.85,28.69,41.02
2008-05-06,3973.97,57.27,29.53,42.92,54.64,28.42,40.46
2008-05-07,3789.48,55.82,28.28,40.87,52.61,27.22,38.38
2008-05-08,3898.92,56.74,28.87,42.64,54.4,27.78,39.59
2008-05-09,3863.43,56.68,28.52,42.68,54.32,27.45,40.1
2008-05-12,3901.45,57.08,28.65,43.53,55.31,27.57,40.32
2008-05-13,3862.33,57.68,28.18,43.24,55.22,27.12,40.96
2008-05-14,3977.75,58.72,28.97,44.85,56.26,27.88,42.11
2008-05-15,3948.28,58.16,28.8,44.33,55.81,27.72,41.49
2008-05-16,3926.21,58.47,28.68,43.69,55.48,27.6,40.64
2008-05-19,3908.73,58.11,28.5,43.5,55.43,27.43,40.31
2008-05-20,3696.1,55.81,27.21,41.11,52.07,26.18,38.45
2008-05-21,3772.49,56.89,28.0,42.23,53.34,26.95,39.17
2008-05-22,3709.01,56.38,27.49,41.27,53.9,26.46,38.64
2008-05-23,3671.87,55.85,27.39,40.85,53.0,26.37,37.99
2008-05-26,3560.33,54.57,26.56,39.44,51.47,25.56,37.01
2008-05-27,3576.67,54.83,26.65,39.77,51.69,25.65,37.47
2008-05-28,3676.51,56.04,27.32,40.89,53.12,26.3,38.33
2008-05-29,3581.51,54.88,26.86,40.11,52.11,25.85,37.13
2008-05-30,3606.5,55.12,27.11,39.88,52.3,26.09,37.58
2008-06-02,3624.73,55.63,27.29,40.27,52.76,26.27,37.87
2008-06-03,3611.98,54.8,27.12,40.05,52.25,26.1,37.84
2008-06-04,3545.49,54.1,26.64,39.48,51.61,25.64,37.14
2008-06-05,3508.52,53.18,26.48,39.18,51.09,25.49,36.81
2008-06-06,3485.04,53.07,26.31,39.08,50.07,25.32,36.51
2008-06-10,3197.55,49.71,24.26,35.53,46.93,23.35,33.58
2008-06-11,3127.73,48.34,23.82,34.78,45.95,22.93,32.88
2008-06-12,3078.28,47.87,23.31,34.37,45.59,22.44,32.59
2008-06-13,2963.7,45.55,22.61,32.9,44.03,21.76,31.29
2008-06-16,2928.39,44.96,22.67,32.29,43.46,21.82,30.82
2008-06-17,2803.34,42.5,22.03,30.57,41.12,21.2,29.03
2008-06-18,2953.03,44.56,23.18,32.37,42.74,22.32,30.62
2008-06-19,2730.36,41.15,21.68,29.43,39.45,20.87,28.06
2008-06-20,2802.93,41.8,22.32,29.99,39.99,21.49,28.54
2008-06-23,2746.69,41.52,21.75,29.46,39.58,20.94,27.88
2008-06-24,2813.83,42.51,22.09,30.48,40.79,21.26,29.05
2008-06-25,2939.44,44.79,22.89,32.09,43.06,22.05,30.48
2008-06-26,2956.09,45.28,22.85,32.65,43.6,22.01,31.18
2008-06-27,2782.99,42.44,21.62,30.49,40.49,20.82,29.15
2008-06-30,2768.77,42.39,21.5,30.56,40.75,20.71,29.17
2008-07-01,2685.27,41.18,20.92,29.63,39.22,20.19,28.32
2008-07-02,2695.58,41.88,20.85,30.11,39.89,20.12,28.77
2008-07-03,2769.98,43.71,21.23,31.39,41.62,20.48,29.97
2008-07-04,2755.11,43.72,20.99,31.32,41.64,20.25,29.66
2008-07-07,2897.23,45.96,21.96,33.02,43.81,21.19,31.29
2008-07-08,2921.86,46.37,22.12,33.6,44.53,21.34,31.75
2008-07-09,3028.07,47.56,22.98,34.64,45.7,22.16,32.43
2008-07-10,2980.56,46.44,22.66,33.69,44.7,21.85,31.55
2008-07-11,2960.63,46.47,22.49,33.38,44.4,21.69,31.4
2008-07-14,2991.53,47.47,22.64,33.97,45.36,21.85,31.64
2008-07-15,2876.09,46.05,21.83,32.62,44.03,21.06,30.71
2008-07-16,2759.57,43.72,21.23,31.29,41.77,20.49,29.32
2008-07-17,2731.78,43.14,21.1,30.54,41.2,20.36,29.27
2008-07-18,2828.22,44.6,21.82,31.9,42.54,21.05,30.29
2008-07-21,2928.55,46.4,22.47,33.39,44.33,21.69,31.52
2008-07-22,2925.71,46.53,22.35,33.49,44.38,21.57,31.45
2008-07-23,2903.3,46.22,22.29,33.37,43.74,21.53,31.31
2008-07-24,2993.18,47.37,22.87,34.2,44.82,22.07,31.8
2008-07-25,2957.34,46.88,22.52,33.69,44.25,21.73,31.4
2008-07-28,2983.23,47.16,22.79,34.22,44.88,21.97,31.83
2008-07-29,2926.4,46.67,22.37,33.56,44.01,21.55,31.08
2008-07-30,2906.18,46.39,22.28,33.38,44.15,21.44,30.82
2008-07-31,2820.42,44.68,21.79,32.13,42.11,20.96,29.55
2008-08-01,2857.88,45.37,22.02,32.47,42.86,21.18,29.89
2008-08-04,2789.69,44.32,21.54,31.99,42.18,20.72,29.43
2008-08-05,2715.79,42.99,21.13,31.12,40.9,20.31,28.53
2008-08-06,2731.76,43.13,21.38,31.07,40.59,20.55,28.72
2008-08-07,2734.73,43.46,21.44,30.94,40.58,20.59,28.66
2008-08-08,2590.26,40.59,20.48,29.21,38.43,19.6,26.7
2008-08-11,2443.04,38.13,19.48,26.93,36.22,18.62,24.4
2008-08-12,2425.95,37.49,19.43,26.24,35.73,18.54,24.11
2008-08-13,2426.13,37.38,19.32,26.41,35.59,18.41,24.04
