报告日,利率,涨跌
2026-01-04,1.428,-52.8
2026-01-05,1.423,-0.5
2026-01-06,1.422,-0.1
2026-01-07,1.45,2.8
2026-01-08,1.462,1.2
2026-01-09,1.461,-0.1
2026-01-12,1.473,1.2
2026-01-13,1.523,5.0
2026-01-14,1.55,2.7
2026-01-15,1.485,-6.5
2026-01-16,1.47,-1.5
2026-01-19,1.467,-0.3
2026-01-20,1.483,1.6
2026-01-21,1.488,0.5
2026-01-22,1.497,0.9
2026-01-23,1.491,-0.6
2026-01-26,1.543,5.2
2026-01-27,1.564,2.1
2026-01-28,1.527,-3.7
2026-01-29,1.572,4.5
2026-01-30,1.58,0.8
2026-02-02,1.485,-9.5
2026-02-03,1.488,0.3
2026-02-04,1.473,-1.5
2026-02-05,1.464,-0.9
2026-02-06,1.435,-2.9
2026-02-09,1.505,7.0
2026-02-10,1.531,2.6
2026-02-11,1.523,-0.8
2026-02-12,1.518,-0.5
2026-02-13,1.43,-8.8
2026-02-14,1.3233,-10.67
2026-02-24,1.553,22.97
2026-02-25,1.497,-5.6
2026-02-26,1.457,-4.0
2026-02-27,1.474,1.7
2026-02-28,1.5,2.6
2026-03-02,1.466,-3.4
2026-03-03,1.448,-1.8
2026-03-04,1.415,-3.3
2026-03-05,1.412,-0.3
2026-03-06,1.412,0.0
2026-03-09,1.423,1.1
2026-03-10,1.432,0.9
2026-03-11,1.46,2.8
2026-03-12,1.465,0.5
2026-03-13,1.457,-0.8
2026-03-16,1.441,-1.6
2026-03-17,1.4291,-1.19
2026-03-18,1.425,-0.41
2026-03-19,1.423,-0.2
2026-03-20,1.417,-0.6
2026-03-23,1.422,0.5
2026-03-24,1.417,-0.5
2026-03-25,1.435,1.8
2026-03-26,1.438,0.3
2026-03-27,1.428,-1.0
2026-03-30,1.418,-1.0
2026-03-31,1.438,2.0
2026-04-01,1.421,-1.7
2026-04-02,1.404,-1.7
2026-04-03,1.338,-6.6
2026-04-07,1.324,-1.4
2026-04-08,1.323,-0.1
2026-04-09,1.32,-0.3
2026-04-10,1.319,-0.1
2026-04-13,1.359,4.0
2026-04-14,1.36,0.1
2026-04-15,1.367,0.7
2026-04-16,1.336,-3.1
2026-04-17,1.326,-1.0
2026-04-20,1.328,0.2
2026-04-21,1.331,0.3
2026-04-22,1.327,-0.4
2026-04-23,1.329,0.2
2026-04-24,1.324,-0.5
2026-04-27,1.358,3.4
2026-04-28,1.364,0.6
2026-04-29,1.373,0.9
2026-04-30,1.391,1.8
2026-05-06,1.365,-2.6
2026-05-07,1.381,1.6
2026-05-08,1.345,-3.6
2026-05-09,1.318,-2.7
2026-05-11,1.34,2.2
2026-05-12,1.308,-3.2
2026-05-13,1.299,-0.9
2026-05-14,1.305,0.6
2026-05-15,1.313,0.8
2026-05-18,1.322,0.9
2026-05-19,1.32,-0.2
2026-05-20,1.339,1.9
2026-05-21,1.331,-0.8
2026-05-22,1.365,3.4
2026-05-25,1.401,3.6
2026-05-26,1.377,-2.4
2026-05-27,1.371,-0.6
2026-05-28,1.362,-0.9
2026-05-29,1.387,2.5
2026-06-01,1.376,-1.1
2026-06-02,1.353,-2.3
2026-06-03,1.347,-0.6
2026-06-04,1.348,0.1
2026-06-05,1.382,3.4
2026-06-08,1.401,1.9
2026-06-09,1.42,1.9
2026-06-10,1.413,-0.7
2026-06-11,1.441,2.8
2026-06-12,1.453,1.2
2026-06-15,1.461,0.8
2026-06-16,1.488,2.7
2026-06-17,1.464,-2.4
2026-06-18,1.462,-0.2
2026-06-22,1.475,1.3
2026-06-23,1.497,2.2
2026-06-24,1.548,5.1
2026-06-25,1.513,-3.5
2026-06-26,1.467,-4.6
2026-06-29,1.45,-1.7
2026-06-30,1.458,0.8
2026-07-01,1.463,0.5
2026-07-02,1.437,-2.6
2026-07-03,1.396,-4.1
2026-07-06,1.39,-0.6
2026-07-07,1.3825,-0.75
2026-07-08,1.381,-0.15
2026-07-09,1.38,-0.1
2026-07-10,1.383,0.3
2026-07-13,1.4,1.7
2026-07-14,1.402,0.2
2026-07-15,1.4235,2.15
2026-07-16,1.44,1.65
2026-07-17,1.435,-0.5
2026-07-20,1.431,-0.4
2026-07-21,1.401,-3.0
2026-07-22,1.401,0.0
2026-07-23,1.393,-0.8
